Depthm,T_degC,Salnty
0,15.58,32.39
7,15.59,32.57
10,15.6,32.568
18,15.62,32.54
20,15.61,32.57
30,15.28,32.727
36,14.87,32.83
50,12.76,32.836
58,11.5,32.84
75,10.42,32.84
77,10.34,32.84
100,9.36,32.92
117,8.84,33.04
125,8.62,33.132
150,8.09,33.44
200,7.61,33.84
214,7.54,33.91
250,7.19,33.998
280,6.88,34.02
300,6.62,34.022
400,5.44,34.007
417,5.25,34.0
500,4.85,34.074
600,4.59,34.183
639,4.56,34.23
700,4.39,34.265
800,4.12,34.324
900,3.84,34.384
960,3.68,34.42
0,16.67,32.9
7,16.71,32.92
10,16.71,32.926
20,16.73,32.955
24,16.73,32.97
30,16.56,32.96
45,,32.92
50,15.98,32.928
66,,32.71
75,15.26,32.783
87,14.92,32.88
100,13.57,32.88
125,10.99,32.88
135,9.96,32.88
150,9.19,33.089
184,8.17,33.6
200,7.91,33.632
250,7.39,33.786
283,7.27,33.93
300,7.06,33.947
381,6.06,33.98
400,5.89,33.994
500,5.16,34.071
584,4.74,34.14
600,4.67,34.153
700,4.26,34.233
800,3.94,34.305
900,3.69,34.369
902,3.69,34.37
1000,3.51,34.401
1100,3.33,34.433
1200,3.15,34.466
1300,2.97,34.499
1332,2.91,34.51
0,17.62,33.17
10,17.57,33.223
20,17.52,33.275
28,,33.28
30,17.46,33.28
41,,33.22
50,17.36,33.434
55,17.34,33.46
75,14.49,33.403
81,13.68,33.4
100,13.24,33.414
108,13.05,33.42
125,12.29,33.448
150,11.18,33.377
157,13.06,33.37
200,8.92,33.684
208,8.55,33.72
250,7.77,33.853
300,7.22,33.97
306,7.18,33.98
400,5.98,34.006
453,5.41,34.02
500,5.2,34.045
600,4.76,34.101
700,4.32,34.159
701,4.32,34.16
0,17.2,33.19
8,17.21,33.04
10,17.21,33.031
20,17.24,32.983
27,17.25,32.95
30,17.25,32.956
49,,32.96
50,17.23,32.95
71,,32.94
75,17.21,33.043
94,17.2,33.08
100,16.51,33.023
125,13.53,32.873
142,11.42,32.86
150,10.92,32.921
192,9.3,33.31
200,9.05,33.354
250,7.77,33.577
291,7.06,33.68
300,6.92,33.711
390,5.81,33.98
400,5.73,33.999
500,5.13,34.147
600,4.82,34.22
700,4.46,34.296
800,4.13,34.359
900,3.85,34.408
929,3.78,34.42
1000,3.63,34.444
1100,3.42,34.477
1200,3.21,34.512
1300,3.0,34.547
1365,2.86,34.57
0,16.9,33.03
9,16.89,33.17
10,16.9,33.164
20,16.95,33.056
21,16.95,33.04
30,16.74,33.052
43,16.44,33.07
50,15.62,33.067
69,13.19,33.08
75,12.71,33.074
90,11.77,33.06
100,11.28,33.073
125,10.26,33.154
138,9.86,33.22
150,9.43,33.314
186,8.4,33.61
200,8.37,33.649
250,8.26,33.789
279,8.2,33.87
300,7.84,33.861
376,6.34,33.81
400,6.07,33.843
500,5.25,34.02
564,4.98,34.16
600,4.81,34.201
700,4.41,34.294
800,4.1,34.359
850,3.99,34.38
900,3.88,34.402
1000,3.66,34.447
1100,3.43,34.492
1200,3.21,34.538
1204,3.2,34.54
0,16.38,
9,16.38,
10,16.38,
20,16.43,
23,16.44,
30,16.43,
45,16.42,
50,16.32,
71,14.9,
75,14.23,
93,11.08,
100,10.77,
125,9.67,
141,8.96,
150,8.72,
189,7.98,
200,7.85,
250,7.36,
281,7.14,
300,6.9,
378,5.95,
400,5.78,
500,5.19,
565,4.96,
600,4.82,
700,4.45,
800,4.13,
900,3.87,
905,3.86,
1000,3.64,
1100,3.41,
1137,3.32,
0,16.31,32.9
9,16.32,32.92
10,16.32,32.92
20,16.35,32.92
22,16.36,32.92
30,15.71,32.929
46,13.8,32.95
50,13.26,32.932
73,10.62,32.9
75,10.52,32.911
96,9.9,33.06
100,9.82,33.088
125,9.35,33.264
144,9.04,33.4
150,8.89,33.449
192,7.85,33.77
200,7.75,33.809
250,7.24,33.978
282,7.04,34.02
300,6.82,34.037
376,5.92,34.07
400,5.75,34.084
500,5.19,34.145
558,4.99,34.18
600,4.8,34.212
700,4.39,34.286
800,4.03,34.353
842,3.9,34.38
900,3.78,34.396
1000,3.56,34.423
1095,3.36,34.45
0,16.04,
10,16.04,
20,16.07,
25,16.08,
30,15.83,
49,,
50,14.57,
75,12.42,
79,12.02,
100,10.58,
103,10.39,
125,9.45,
150,8.72,
158,8.57,
200,7.81,
213,7.64,
250,7.06,
294,6.46,
300,6.4,
400,5.62,
500,5.18,
532,5.11,
600,4.91,
700,4.62,
734,4.52,
0,14.25,32.99
9,14.02,32.95
10,13.98,32.962
20,13.45,33.102
23,13.24,33.15
30,12.57,33.134
48,10.82,33.04
50,10.68,33.045
75,9.46,33.163
76,9.43,33.17
100,9.17,
125,8.71,33.58
150,8.26,33.745
152,8.23,33.84
200,8.01,33.986
203,8.0,33.44
250,7.43,34.107
300,6.75,34.111
301,6.74,34.11
400,5.94,34.15
406,5.9,34.15
500,5.39,34.276
600,4.98,34.413
605,4.96,34.42
700,4.59,34.438
800,4.24,34.439
900,3.94,34.422
906,3.92,34.42
1000,3.69,34.463
1100,3.44,34.509
1166,3.28,34.54
0,13.0,
9,13.02,
10,13.01,
20,12.94,
23,12.92,
30,12.28,
46,10.51,
50,10.2,
75,8.94,
99,8.76,
100,8.75,
125,8.36,
150,7.95,
200,7.45,
203,7.43,
250,7.05,
300,6.68,
400,5.97,
402,5.96,
500,5.34,
598,4.81,
600,4.8,
700,4.4,
800,4.06,
891,3.82,
900,3.8,
1000,3.6,
1100,3.4,
1200,3.19,
1246,3.1,
0,13.35,33.22
9,13.36,33.23
10,13.35,33.23
20,13.26,33.23
23,13.23,33.23
30,12.31,33.281
47,9.78,33.49
50,9.69,33.534
75,8.98,33.654
76,8.95,33.66
99,8.58,33.78
100,8.56,33.784
125,8.1,33.872
150,7.65,33.927
152,7.62,33.93
200,7.05,33.96
203,7.02,33.96
250,6.47,33.996
300,5.97,34.038
302,5.95,34.04
400,5.49,34.117
404,5.48,34.12
500,5.21,34.226
600,4.96,34.328
602,4.96,34.33
700,4.6,34.368
800,4.24,34.392
900,3.88,34.4
901,3.88,34.4
1000,3.64,34.426
1100,3.4,34.452
1164,3.25,34.47
0,13.94,
10,13.96,
20,13.83,
24,13.78,
30,13.4,
49,11.8,
50,11.71,
75,9.7,
78,9.49,
100,8.69,
103,8.62,
125,8.29,
150,8.08,
157,8.06,
200,7.56,
211,7.44,
250,7.06,
300,6.63,
315,6.52,
400,6.01,
423,5.9,
500,5.56,
600,5.16,
628,5.06,
700,4.75,
800,4.36,
900,3.99,
937,3.87,
1000,3.72,
1100,3.48,
1105,3.47,
0,13.38,33.46
10,12.8,33.49
20,12.49,33.505
25,12.35,33.51
30,12.05,33.522
50,10.87,33.58
75,10.41,33.614
80,10.38,33.62
100,10.18,33.675
105,10.13,33.69
125,9.86,33.734
150,9.49,33.794
160,9.34,33.82
200,8.83,33.984
214,8.66,34.04
250,8.31,34.103
300,7.86,34.123
318,7.72,34.14
400,7.0,34.158
425,6.78,34.16
500,6.08,34.194
600,5.24,34.25
631,5.0,34.27
700,4.68,34.302
800,4.32,34.343
900,4.07,34.378
940,4.0,34.39
1000,3.83,34.41
1100,3.56,34.443
1200,3.28,34.478
1205,3.27,34.48
0,14.93,
10,14.78,
20,14.29,
24,13.99,
30,13.21,
49,10.67,
50,10.6,
75,9.59,
79,9.56,
100,9.44,
103,9.42,
125,9.26,
150,9.04,
157,8.97,
200,8.46,
211,8.33,
250,8.03,
300,7.72,
311,7.66,
400,7.02,
417,6.9,
500,6.3,
600,5.62,
619,5.5,
700,5.02,
800,4.53,
825,4.42,
900,4.18,
978,3.94,
0,14.58,33.12
10,14.4,33.12
20,13.6,33.077
24,13.25,33.06
30,13.09,33.06
49,12.6,33.06
50,12.5,33.06
75,9.93,33.171
79,9.52,33.21
100,8.94,33.489
103,8.92,33.53
125,8.84,33.761
150,8.76,33.928
158,8.73,33.96
200,8.23,34.062
211,8.08,34.07
250,7.54,34.07
300,6.92,34.07
314,6.76,34.07
400,6.29,34.121
420,6.22,33.66
500,5.73,34.191
600,5.14,34.27
625,5.0,34.29
700,4.68,34.313
800,4.3,34.344
900,4.01,34.377
930,3.93,34.58
1000,3.78,34.411
1100,3.56,34.446
1195,3.36,34.48
0,14.45,
10,13.76,
20,13.24,
25,13.02,
30,12.83,
50,11.91,
75,9.7,
80,9.3,
100,9.0,
105,8.93,
125,8.74,
150,8.53,
160,8.45,
200,7.95,
215,7.76,
250,7.4,
300,6.96,
318,6.82,
400,6.21,
425,6.04,
500,5.59,
600,5.08,
631,4.94,
700,4.68,
800,4.35,
900,4.07,
940,3.97,
1000,3.81,
1100,3.55,
1200,3.29,
1205,3.28,
0,15.88,32.95
8,15.45,32.97
10,15.38,33.003
20,14.85,33.153
22,14.71,33.18
30,13.44,33.094
45,10.95,32.9
50,10.52,32.885
72,9.66,32.95
75,9.68,32.987
95,9.8,33.24
100,9.68,33.294
125,8.98,33.534
143,8.36,33.68
150,8.27,33.732
191,7.96,33.96
200,7.85,33.98
250,7.23,34.0
280,6.85,34.02
300,6.65,34.027
376,6.02,34.05
400,5.85,34.064
500,5.26,34.131
560,4.98,34.18
600,4.81,34.221
700,4.43,34.315
800,4.12,34.397
845,4.01,34.43
900,3.9,34.434
1000,3.69,34.441
1100,3.49,34.45
1103,3.48,34.45
0,16.5,
10,16.5,
20,16.5,
25,16.5,
30,16.5,
50,16.5,
75,14.2,
80,13.63,
100,12.01,
105,11.65,
125,10.44,
150,9.3,
160,8.97,
200,8.25,
215,8.12,
250,7.72,
300,7.24,
317,7.1,
400,6.34,
425,6.13,
500,5.57,
600,4.96,
631,4.8,
700,4.53,
800,4.19,
900,3.95,
939,3.87,
1000,3.73,
1100,3.51,
1200,3.29,
1204,3.28,
0,17.02,33.26
10,17.04,33.25
20,17.07,33.257
25,17.08,33.26
30,17.08,33.258
49,17.09,33.25
50,16.98,33.24
75,13.86,33.032
79,13.28,33.01
100,11.66,33.021
103,11.48,33.03
125,10.42,33.138
150,9.58,33.306
157,9.42,33.36
200,8.43,33.706
210,8.26,33.78
250,7.68,33.923
300,7.12,33.999
312,7.01,34.0
400,6.15,34.047
418,6.0,34.05
500,5.4,34.118
600,4.84,34.21
621,4.74,34.23
700,4.48,34.294
800,4.21,34.363
900,4.02,34.418
926,3.98,34.43
1000,3.81,34.446
1100,3.57,34.469
1192,3.36,34.49
0,16.93,
10,16.79,
20,16.75,
25,16.73,
30,16.64,
49,16.29,
50,16.2,
75,13.51,
78,13.13,
100,10.96,
103,10.71,
125,9.78,
150,9.28,
156,9.25,
200,8.35,
209,8.19,
250,7.59,
300,7.03,
310,6.94,
400,6.25,
417,6.14,
500,5.45,
600,4.7,
621,4.56,
700,4.25,
800,3.97,
900,3.79,
927,3.76,
1000,3.61,
1100,3.41,
1192,3.22,
0,17.1,
9,17.12,
10,17.12,
20,17.15,
23,17.16,
30,16.83,
48,,
50,15.64,
75,13.7,
77,13.53,
100,12.35,
101,12.3,
125,11.16,
150,10.1,
154,9.94,
200,8.49,
207,8.32,
250,7.64,
300,7.15,
308,7.1,
400,6.12,
413,6.0,
500,5.33,
600,4.74,
615,4.67,
700,4.34,
800,4.04,
900,3.83,
916,3.8,
1000,3.62,
1100,3.41,
1178,3.24,
0,17.61,33.39
9,17.62,33.39
10,17.62,33.393
20,17.66,33.421
23,17.67,33.43
30,17.24,33.391
47,,33.54
50,15.87,33.294
75,13.86,33.221
76,13.78,33.22
99,13.16,33.35
100,13.12,33.35
125,12.08,33.35
150,10.95,33.35
152,10.86,33.35
200,9.09,33.644
205,8.93,33.68
250,8.09,33.867
300,7.55,33.993
305,7.52,34.0
400,6.5,34.088
410,6.41,34.09
500,5.65,34.127
600,4.97,34.158
609,4.92,34.16
700,4.49,34.212
800,4.11,34.273
900,3.84,34.334
910,3.82,34.34
1000,3.64,34.384
1100,3.44,34.434
1173,3.3,34.47
0,18.57,
10,18.6,
20,18.63,
25,18.65,
30,18.37,
49,,
50,17.08,
75,15.04,
78,14.77,
100,13.8,
103,13.68,
125,12.53,
150,11.24,
157,10.88,
200,9.17,
211,8.82,
250,8.09,
300,7.57,
313,7.52,
400,6.9,
419,6.8,
500,6.37,
600,5.9,
622,5.8,
700,5.39,
800,4.89,
900,4.43,
925,4.32,
1000,4.09,
1100,3.79,
1188,3.52,
0,18.36,33.66
10,18.36,33.68
20,18.36,33.68
25,18.36,33.68
30,18.36,33.672
50,18.38,33.64
75,17.08,33.764
80,16.73,33.8
100,15.5,33.912
104,15.26,33.93
125,14.43,33.921
150,13.49,33.845
159,13.16,33.8
200,10.59,33.691
213,9.78,33.68
250,8.58,33.767
300,7.6,33.912
316,7.45,33.96
400,6.27,33.991
423,6.04,34.0
500,5.53,34.081
600,5.14,34.197
627,5.09,34.23
700,4.84,34.297
800,4.53,34.374
900,4.26,34.434
934,4.18,34.45
1000,4.02,34.464
1100,3.79,34.487
1199,3.55,34.51
0,18.09,
10,18.12,
20,18.23,
25,18.29,
30,18.28,
50,18.26,
75,15.56,
80,15.0,
100,14.59,
105,14.56,
125,13.56,
150,12.13,
160,11.5,
200,9.87,
214,9.4,
250,8.53,
300,7.65,
317,7.44,
400,6.31,
425,6.04,
500,5.49,
600,5.0,
631,4.9,
700,4.61,
800,4.24,
900,3.93,
940,3.83,
1000,3.7,
1100,3.49,
1200,3.27,
1205,3.26,
0,18.09,33.49
10,18.04,33.53
20,18.08,33.53
25,18.09,33.53
30,18.01,33.54
50,,33.36
75,16.04,33.578
79,15.76,33.58
100,14.15,33.534
103,13.92,33.53
125,12.69,33.582
150,11.52,33.674
158,11.19,33.71
200,9.23,33.839
211,8.79,33.87
250,7.93,33.934
300,7.29,33.956
314,7.2,33.97
400,6.16,34.011
420,5.96,34.02
500,5.38,34.098
600,4.88,34.205
623,4.8,34.23
700,4.53,34.3
800,4.23,34.377
900,3.99,34.436
930,3.93,34.45
1000,3.76,34.46
1100,3.52,34.475
1197,3.28,34.49
0,17.67,33.4
10,17.47,33.37
20,17.39,
25,17.33,33.39
30,16.97,
50,,33.37
75,13.74,
80,13.38,33.3
100,13.36,
105,13.36,33.6
125,12.74,
150,11.67,
159,11.2,33.53
200,9.34,
213,8.8,33.71
250,8.05,
300,7.48,
316,7.4,34.04
400,6.27,
424,5.98,34.05
500,5.48,
600,5.08,
630,5.01,34.25
700,4.71,
800,4.32,
900,3.99,
938,3.87,34.46
1000,3.74,
1100,3.53,
1200,3.33,
1203,3.32,34.4
0,16.78,33.2
10,16.42,33.12
20,16.42,33.135
25,16.42,33.15
30,16.2,33.139
50,,33.13
75,13.09,33.087
79,12.72,33.08
100,11.29,33.155
104,11.05,
125,10.32,33.282
150,9.76,33.443
158,9.66,33.5
200,8.73,33.815
211,8.51,33.89
250,7.86,34.003
300,7.16,34.021
313,7.0,34.04
400,5.93,34.048
419,5.74,34.05
500,5.25,34.125
600,4.88,34.233
623,4.84,34.26
700,4.59,34.316
800,4.29,34.376
900,4.04,34.42
929,3.97,34.43
1000,3.79,34.446
1100,3.54,34.468
1192,3.31,34.49
0,15.32,33.37
9,15.2,33.4
10,15.15,33.403
20,14.61,33.426
23,14.41,33.43
30,14.15,33.411
47,13.27,33.87
50,12.88,33.37
75,9.78,33.331
76,9.66,33.33
100,9.04,33.33
125,8.79,33.628
150,8.68,33.95
153,8.67,33.99
200,8.18,33.982
205,8.12,33.98
250,7.5,33.98
300,6.85,33.98
305,6.79,33.98
400,6.16,34.097
409,6.12,34.11
500,5.53,34.202
600,4.94,34.284
608,4.9,34.29
700,4.52,34.297
800,4.19,34.306
900,3.93,34.317
907,3.91,34.34
1000,3.71,34.328
1100,3.49,34.341
1167,3.34,34.35
0,14.96,33.34
8,14.96,33.33
10,14.87,33.347
20,14.24,33.448
21,14.16,33.46
30,13.66,33.46
42,12.89,33.46
50,12.12,33.46
67,10.48,33.46
75,9.94,33.507
88,9.26,33.6
100,8.9,33.68
125,8.48,33.826
134,8.43,33.87
150,8.24,33.935
179,7.96,34.02
200,7.77,34.056
250,7.28,34.079
263,7.14,34.09
300,6.57,34.072
351,5.8,34.05
400,5.62,34.111
500,5.24,34.218
524,5.15,34.24
600,4.88,34.306
700,4.54,34.378
797,4.24,34.43
800,4.23,34.431
900,4.0,34.444
1000,3.78,34.458
1100,3.55,34.473
1142,3.45,34.48
0,15.53,
9,15.55,
10,15.55,
20,15.56,
23,15.56,
30,15.2,
46,13.89,
50,13.45,
74,10.86,
75,10.78,
97,9.4,
100,9.36,
125,9.02,
148,8.71,
150,8.69,
199,8.38,
200,8.37,
250,8.09,
298,7.8,
300,7.79,
400,7.04,
401,7.03,
500,6.22,
599,5.48,
600,5.47,
700,4.98,
800,4.58,
900,4.27,
901,4.27,
1000,4.01,
1100,3.75,
1200,3.49,
1265,3.32,
0,14.74,33.46
8,14.76,33.45
10,14.72,33.449
20,14.54,33.441
22,14.5,33.44
30,13.79,33.433
45,12.1,33.45
50,11.57,33.466
72,9.7,33.58
75,9.59,33.597
95,9.16,33.71
100,9.08,33.738
125,8.71,33.868
146,8.48,33.96
150,8.43,33.974
196,7.87,34.09
200,7.81,34.093
250,7.14,34.101
292,6.64,34.11
300,6.59,34.117
394,6.18,34.21
400,6.15,34.215
500,5.73,34.289
587,5.38,34.34
600,5.33,34.346
700,4.92,34.39
800,4.53,34.426
881,4.23,34.45
900,4.17,34.454
1000,3.88,34.478
1100,3.58,34.503
1200,3.29,34.53
1237,3.18,34.54
0,17.09,33.57
10,17.1,33.57
20,16.12,33.36
24,15.55,33.26
30,14.43,33.151
48,11.24,33.04
50,11.16,33.07
75,10.2,33.349
78,10.09,33.37
100,9.34,33.66
104,9.22,33.71
125,8.95,33.875
150,8.78,33.995
161,8.76,34.02
200,8.28,34.067
216,8.08,34.07
250,7.79,34.112
300,7.41,34.172
400,6.83,34.28
421,6.74,34.3
500,6.27,34.334
600,5.71,34.357
626,5.58,34.36
700,5.29,34.375
800,4.89,34.397
900,4.5,34.421
935,4.36,34.43
0,13.54,33.07
10,13.54,33.07
20,13.52,33.056
24,13.5,33.05
30,13.45,33.052
50,13.27,33.059
53,13.24,33.06
75,12.28,33.123
77,12.16,33.13
100,10.55,33.173
105,10.2,33.19
125,9.48,33.365
150,8.96,33.606
167,8.85,33.78
200,8.6,33.985
203,8.58,34.0
250,8.16,34.11
300,7.69,34.093
338,7.33,34.13
400,6.82,34.173
456,6.37,34.2
500,5.96,34.2
599,5.17,34.2
600,5.17,34.201
700,4.89,34.304
724,4.85,34.33
800,4.55,34.367
836,4.41,34.38
900,4.23,34.408
1000,3.97,34.446
1072,3.82,34.47
1100,3.75,34.475
1200,3.51,34.494
1281,3.31,34.51
0,13.46,32.99
10,13.47,32.99
20,13.47,32.99
25,13.47,32.99
30,13.47,32.988
49,13.48,32.98
50,13.48,32.98
74,13.47,32.98
75,13.44,32.986
98,12.4,33.15
100,12.31,33.164
125,11.18,33.333
150,10.15,33.493
200,8.4,33.771
215,7.96,33.84
250,7.42,33.845
300,6.91,33.904
343,6.72,34.0
400,6.28,34.037
456,5.91,34.07
500,5.68,34.108
570,5.4,34.18
600,5.31,34.22
677,5.08,34.31
700,4.97,34.32
789,4.53,34.34
800,4.49,34.346
900,4.16,34.399
998,3.91,34.45
1000,3.9,34.45
1100,3.64,34.469
1200,3.38,34.489
1203,3.37,34.49
0,12.37,32.99
8,12.32,33.01
10,12.17,32.998
19,11.4,32.95
20,11.39,32.964
30,11.34,33.079
39,11.29,33.15
50,11.25,33.144
58,11.18,33.13
75,10.73,33.208
77,10.66,33.22
100,9.36,33.318
113,8.66,33.39
125,8.45,33.549
144,8.31,33.15
150,8.24,33.8
176,7.92,33.95
200,7.64,33.888
211,7.52,33.86
250,7.07,33.871
286,6.65,33.93
300,6.45,33.95
358,5.84,34.04
400,5.97,34.103
434,6.1,34.14
500,5.61,34.132
506,5.55,34.13
582,4.86,34.14
600,4.77,34.165
700,4.42,34.308
735,4.36,34.36
800,4.21,34.352
900,3.97,34.341
913,3.94,34.34
0,11.43,33.39
10,11.3,33.39
20,11.29,33.397
25,11.29,33.4
30,11.29,33.402
50,11.27,33.48
74,8.84,33.28
75,8.83,33.288
98,8.52,33.46
100,8.49,33.48
125,8.05,33.711
150,7.62,33.903
151,7.6,33.91
199,7.03,33.95
200,7.02,33.951
247,6.5,33.98
250,6.46,33.98
296,5.93,33.98
300,5.94,33.987
398,6.1,34.13
400,6.1,34.132
498,5.71,34.2
500,5.7,34.2
600,5.22,34.2
602,5.21,34.2
700,4.74,34.2
701,4.74,34.2
800,4.31,34.266
805,4.29,34.27
900,4.02,34.29
1000,3.8,34.309
1004,3.79,34.31
1100,3.54,34.384
1200,3.28,34.463
1209,3.26,34.47
0,11.42,33.49
10,11.27,33.48
20,11.2,33.48
25,11.19,33.48
30,11.19,33.482
50,11.2,33.49
74,9.59,33.57
75,9.55,33.575
98,8.95,33.69
100,8.91,33.701
125,8.5,33.821
150,8.17,33.907
151,8.16,33.91
199,7.34,33.91
200,7.33,33.912
247,7.01,34.02
250,6.97,34.019
295,6.37,33.98
300,6.32,33.983
398,5.57,34.11
400,5.56,34.113
496,5.18,34.22
500,5.18,34.223
600,5.09,34.27
601,5.09,34.27
700,4.74,34.29
800,4.36,34.372
810,4.32,34.38
0,11.42,33.48
10,11.37,33.49
20,11.32,33.49
25,11.29,33.49
30,11.26,33.496
49,10.96,33.48
50,10.92,33.486
73,10.04,33.66
75,10.0,33.67
100,9.52,33.772
125,9.21,33.836
149,9.06,33.86
150,9.05,33.861
197,8.44,33.93
200,8.41,33.949
245,7.99,34.2
250,7.93,34.191
294,7.42,34.11
300,7.33,34.096
398,6.14,33.96
400,6.14,33.963
497,5.99,34.13
500,5.98,34.135
600,5.56,34.308
601,5.56,34.31
0,11.35,33.49
10,11.35,33.4
20,11.32,33.447
25,11.29,33.49
30,11.27,33.505
49,11.1,33.55
50,11.09,33.553
73,10.67,33.66
75,10.62,33.676
97,10.09,33.84
100,10.04,33.84
125,9.65,33.84
150,9.36,33.84
197,8.79,34.02
200,8.75,34.014
245,8.11,33.93
0,11.78,33.41
9,11.77,33.41
10,11.77,33.411
20,11.79,33.418
23,11.79,33.42
30,11.77,33.423
48,11.71,33.43
50,11.61,33.433
72,10.27,33.51
75,10.12,33.53
96,9.27,33.68
100,9.16,33.703
125,8.63,33.828
148,8.36,33.91
150,8.34,33.916
196,7.85,34.02
200,7.81,34.027
243,7.32,34.07
250,7.21,34.067
291,6.58,34.04
300,6.46,34.041
390,5.53,34.1
400,5.48,34.108
485,5.21,34.18
500,5.17,34.198
584,5.01,34.29
600,4.99,34.3
679,4.86,34.34
700,4.78,34.353
781,4.43,34.4
800,4.37,34.407
900,4.1,34.436
977,3.93,34.45
1000,3.87,34.454
1100,3.6,34.474
1181,3.39,34.49
0,11.82,33.44
9,11.82,33.42
10,11.82,33.42
20,11.81,33.426
23,11.8,33.43
30,11.78,33.43
46,11.72,33.43
50,11.46,33.437
67,10.27,33.49
75,10.05,33.52
89,9.82,33.58
100,9.49,33.659
125,8.77,33.839
135,8.49,33.91
150,8.26,33.963
178,7.94,34.02
200,7.65,34.053
221,7.36,34.07
250,6.88,34.07
265,6.64,34.07
300,6.23,34.072
359,5.73,34.08
400,5.44,34.085
450,5.19,34.11
500,5.09,34.192
545,5.06,34.27
600,5.04,34.311
636,5.0,34.33
700,4.78,34.378
731,4.65,34.4
800,4.43,34.442
900,4.14,34.484
920,4.09,34.49
1000,3.88,34.489
1100,3.61,34.49
1121,3.55,34.49
0,11.89,33.4
8,11.88,33.31
10,11.86,33.315
20,11.76,33.38
21,11.75,33.39
30,11.7,33.394
46,11.6,33.4
50,11.26,33.424
66,9.85,33.55
75,9.56,33.596
90,9.34,33.66
100,9.12,33.726
125,8.61,33.874
132,8.47,33.91
150,8.17,33.918
175,7.82,33.93
200,7.57,33.939
219,7.41,33.95
250,7.15,33.998
264,7.02,34.02
300,6.51,34.022
359,5.7,34.0
400,5.42,33.998
452,5.23,34.02
500,5.14,34.108
547,5.1,34.2
600,5.03,34.239
642,4.95,34.27
700,4.78,34.384
735,4.66,34.45
800,4.44,34.425
900,4.11,34.389
928,4.02,34.38
1000,3.84,34.372
1100,3.6,34.362
1124,3.54,34.36
0,11.81,33.39
8,11.82,33.39
10,11.82,33.397
20,11.82,33.435
26,11.82,33.46
30,11.79,33.446
50,11.64,33.377
52,11.62,33.37
75,9.69,33.581
78,9.44,33.62
100,9.23,33.79
104,9.19,33.8
125,8.84,33.879
150,8.4,33.953
156,8.29,33.93
200,7.72,34.033
206,7.66,33.93
250,7.3,34.026
255,7.25,34.02
300,6.32,34.019
304,6.23,34.09
399,5.42,34.02
400,5.42,34.021
500,5.18,34.129
501,5.18,34.13
600,5.07,34.27
700,4.76,34.377
704,4.74,34.38
800,4.38,34.363
807,4.35,34.36
900,4.09,34.356
1000,3.85,34.376
1012,3.82,34.38
1100,3.6,34.447
1200,3.34,34.524
1221,3.29,34.54
0,11.76,33.41
8,11.76,33.42
10,11.74,33.423
20,11.65,33.435
25,11.59,33.44
30,11.58,33.44
50,11.52,33.44
51,11.52,33.44
75,9.86,33.574
77,9.71,33.59
100,9.22,33.766
102,9.2,33.78
125,8.81,33.865
150,8.42,33.918
152,8.39,33.92
200,7.58,34.04
249,7.11,34.07
250,7.09,34.069
298,6.15,34.04
300,6.13,34.039
394,5.58,34.05
400,5.55,34.058
496,5.17,34.22
500,5.16,34.226
596,5.03,34.33
600,5.02,34.332
700,4.7,34.37
701,4.7,34.37
800,4.35,34.409
802,4.34,34.41
900,4.07,34.442
1000,3.83,34.469
1006,3.82,34.47
1100,3.58,34.488
1200,3.32,34.508
1211,3.29,34.51
0,11.86,33.4
8,11.85,33.42
10,11.85,33.418
20,11.82,33.407
25,11.8,33.4
30,11.77,33.404
50,11.66,33.42
75,10.13,33.49
99,9.33,33.66
100,9.3,33.666
125,8.68,33.799
145,8.31,
150,8.23,33.904
190,7.76,34.01
200,7.68,34.033
237,7.38,34.08
250,7.21,34.072
284,6.74,34.04
300,6.5,34.037
375,5.58,34.07
400,5.45,34.096
472,5.26,34.18
500,5.16,34.209
564,4.98,34.27
600,4.95,34.302
661,4.91,34.35
700,4.81,34.373
754,4.65,34.4
800,4.49,34.42
900,4.14,34.457
945,3.99,34.47
1000,3.86,34.48
1100,3.62,34.499
1155,3.49,34.51
0,11.72,33.49
8,11.71,33.39
10,11.71,33.381
20,11.67,33.335
25,11.64,33.31
30,11.59,33.327
50,11.41,33.397
51,11.4,33.4
75,9.77,33.55
98,9.21,33.57
100,9.17,33.58
125,8.69,33.717
145,8.37,33.84
150,8.3,33.854
191,7.81,33.93
200,7.75,33.948
238,7.51,34.0
250,7.42,33.999
285,7.11,33.98
300,6.87,33.98
380,5.6,33.98
400,5.47,34.007
480,5.23,34.11
500,5.18,34.11
576,5.04,34.11
600,5.01,34.169
675,4.91,34.34
700,4.84,34.323
771,4.59,34.27
800,4.49,34.288
900,4.15,34.369
976,3.91,34.45
1000,3.84,34.446
1100,3.57,34.431
1180,3.35,34.42
0,11.47,33.49
8,11.42,
10,11.42,33.415
20,11.4,33.34
24,11.4,33.31
30,11.22,33.334
48,10.49,33.46
50,10.41,33.47
72,9.66,33.57
75,9.6,33.581
95,9.3,33.66
100,9.19,33.693
125,8.63,33.841
138,8.34,33.91
150,8.14,33.91
181,7.76,33.91
200,7.63,33.918
225,7.49,33.95
250,7.27,34.036
270,7.05,34.11
300,6.59,34.08
357,5.74,34.31
400,5.44,34.025
451,5.26,34.02
500,5.16,34.116
541,5.12,34.2
600,5.06,34.25
639,5.01,34.27
700,4.82,34.315
735,4.69,34.34
800,4.43,34.391
900,4.05,34.453
935,3.92,34.47
1000,3.78,34.463
